"足球","soccer",13,"全部",100,20,60,75,NULL,NULL,NULL
"網球","tennis",1,"讓分",160,20,60,79,"point",NULL,NULL
"網球","tennis",2,"大小",150,20,60,79,"ou",NULL,NULL
"網球","tennis",3,"獨贏",150,20,60,79,"ml",NULL,NULL
"網球","tennis",4,"單雙",150,20,60,79,"odd_even",NULL,NULL
"網球","tennis",5,"走地讓分",150,20,60,79,NULL,NULL,NULL
"網球","tennis",6,"走地大小",150,20,60,79,NULL,NULL,NULL
"網球","tennis",14,"走地單雙",150,20,60,79,NULL,NULL,NULL
"網球","tennis",15,"一輸二贏",150,20,60,79,"one_win",NULL,NULL
"網球","tennis",10,"讓分過關",500,20,60,79,NULL,NULL,NULL
"網球","tennis",11,"綜合過關",500,20,60,79,NULL,NULL,NULL
"網球","tennis",13,"全部",150,20,60,79,NULL,NULL,NULL
"中華職棒","tw_baseball",1,"讓分",160,20,60,81,"point",NULL,1283
"中華職棒","tw_baseball",2,"大小",150,20,60,81,"ou",NULL,1283
"中華職棒","tw_baseball",3,"獨贏",150,20,60,81,"ml",NULL,1283
"中華職棒","tw_baseball",4,"單雙",150,20,60,81,"odd_even",NULL,1283
"中華職棒","tw_baseball",15,"一輸二贏",150,20,60,81,"one_win",NULL,1283
"中華職棒","tw_baseball",5,"走地讓分",150,20,60,81,NULL,NULL,1283
"中華職棒","tw_baseball",6,"走地大小",150,20,60,81,NULL,NULL,1283
"中華職棒","tw_baseball",14,"走地單雙",150,20,60,81,NULL,NULL,1283
"中華職棒","tw_baseball",10,"讓分過關",525,20,60,81,NULL,NULL,1283
"中華職棒","tw_baseball",11,"綜合過關",500,20,60,81,NULL,NULL,1283
"中華職棒","tw_baseball",13,"全部",150,20,60,81,NULL,NULL,1283
"美式足球","us football",1,"讓分",160,20,60,80,"point",NULL,724
"美式足球","us football",2,"大小",150,20,60,80,"ou",NULL,724
"美式足球","us football",3,"獨贏",150,20,60,80,"ml",NULL,724
"美式足球","us football",4,"單雙",150,20,60,80,"odd_even",NULL,724
"美式足球","us football",5,"走地讓分",150,20,60,80,NULL,NULL,724
"美式足球","us football",6,"走地大小",150,20,60,80,NULL,NULL,724
"美式足球","us football",14,"走地單雙",150,20,60,80,NULL,NULL,724
"美式足球","us football",15,"一輸二贏",150,20,60,80,"one_win",NULL,724
"美式足球","us football",10,"讓分過關",525,20,60,80,NULL,NULL,724
"美式足球","us football",11,"綜合過關",500,20,60,80,NULL,NULL,724
"美式足球","us football",13,"全部",150,20,60,80,NULL,NULL,724
"美棒","us_baseball",1,"讓分",160,20,60,81,"point",NULL,723
"美棒","us_baseball",2,"大小",150,20,60,81,"ou",NULL,723
"美棒","us_baseball",3,"獨贏",150,20,60,81,"ml",NULL,723
"美棒","us_baseball",4,"單雙",150,20,60,81,"odd_even",NULL,723
"美棒","us_baseball",15,"一輸二贏",150,20,60,81,"one_win",NULL,723
"美棒","us_baseball",5,"走地讓分",150,20,60,81,NULL,NULL,723
"美棒","us_baseball",6,"走地大小",150,20,60,81,NULL,NULL,723
"美棒","us_baseball",14,"走地單雙",150,20,60,81,NULL,NULL,723
"美棒","us_baseball",10,"讓分過關",525,20,60,81,NULL,NULL,723
"美棒","us_baseball",11,"綜合過關",500,20,60,81,NULL,NULL,723
"美棒","us_baseball",13,"全部",150,20,60,81,NULL,NULL,723
"排球","volleyball",1,"讓分",150,20,60,87,"point",NULL,NULL
"排球","volleyball",2,"大小",150,20,60,87,"ou",NULL,NULL
"排球","volleyball",3,"獨贏",150,20,60,87,"ml",NULL,NULL
"排球","volleyball",4,"單雙",150,20,60,87,"odd_even",NULL,NULL
"排球","volleyball",5,"走地讓分",150,20,60,87,NULL,NULL,NULL
"排球","volleyball",6,"走地大小",150,20,60,87,NULL,NULL,NULL
"排球","volleyball",14,"走地單雙",150,20,60,87,NULL,NULL,NULL
"排球","volleyball",15,"一輸二贏",150,20,60,87,"one_win",NULL,NULL
"排球","volleyball",10,"讓分過關",500,20,60,87,NULL,NULL,NULL
"排球","volleyball",11,"綜合過關",500,20,60,87,NULL,NULL,NULL
"排球","volleyball",13,"全部",150,20,60,87,NULL,NULL,NULL
